Timestamp,Device_ID,Service,Software_Version,Signal_Latency_ms,Packet_Loss_Rate,Reconnect_Count,Latency_Rolling_24h,Telemetry_Risk_Score,Telemetry_Anomaly
2024-01-01 00:00:00,DEV-0011,Reporting-Service,v2.0,63.28,0.018,0,,39.8,False
2024-01-01 01:00:00,DEV-0039,Notification-Service,v1.5,76.308,0.01187,0,,40.9,False
2024-01-01 02:00:00,DEV-0023,Reporting-Service,v1.5,83.189,0.02102,0,,60.2,False
2024-01-01 03:00:00,DEV-0004,Reporting-Service,v1.5,97.812,0.0116,0,,60.2,False
2024-01-01 04:00:00,DEV-0019,Reporting-Service,v1.4,79.218,0.00857,0,80.87475,38.5,False
2024-01-01 05:00:00,DEV-0024,API-Gateway,v1.4,102.322,0.01109,0,,61.4,False
2024-01-01 05:00:00,DEV-0008,Notification-Service,v1.5,89.755,0.02913,1,,79.7,False
2024-01-01 06:00:00,DEV-0041,Data-Ingestion,v2.0,97.686,0.01379,0,,63.8,False
2024-01-01 06:00:00,DEV-0043,Notification-Service,v1.5,95.379,0.01635,1,,75.3,False
2024-01-01 06:00:00,DEV-0026,API-Gateway,v1.4,93.363,0.00034,1,,52.2,False
2024-01-01 07:00:00,DEV-0032,Notification-Service,v1.4,92.552,0.01769,0,88.4985,65.4,False
2024-01-01 07:00:00,DEV-0006,API-Gateway,v2.0,66.415,0.01975,0,,43.5,False
2024-01-01 07:00:00,DEV-0022,Data-Ingestion,v1.4,97.444,0.01047,1,,67.3,False
2024-01-01 08:00:00,DEV-0012,Notification-Service,v1.5,90.038,0.01732,0,88.80640000000001,62.8,False
2024-01-01 08:00:00,DEV-0046,API-Gateway,v1.4,60.475,0.0159,0,80.64375,35.8,False
2024-01-01 08:00:00,DEV-0017,Reporting-Service,v1.4,76.432,0.01565,0,79.9862,47.0,False
2024-01-01 08:00:00,DEV-0026,Data-Ingestion,v1.5,84.564,0.01752,0,,57.9,False
2024-01-01 09:00:00,DEV-0019,Notification-Service,v1.5,55.952,0.00142,2,83.33066666666667,25.1,False
2024-01-01 09:00:00,DEV-0049,Reporting-Service,v1.5,75.587,0.0179,0,79.253,49.0,False
2024-01-01 10:00:00,DEV-0037,API-Gateway,v1.5,75.897,0.01872,0,79.6944,50.2,False
2024-01-01 11:00:00,DEV-0009,Notification-Service,v1.5,55.971,0.01258,0,79.42214285714286,28.6,False
2024-01-01 11:00:00,DEV-0032,Data-Ingestion,v1.5,110.832,0.01009,0,97.6315,62.6,False
2024-01-01 12:00:00,DEV-0028,Reporting-Service,v1.5,117.941,0.03531,1,84.77985714285715,93.2,True
2024-01-01 12:00:00,DEV-0034,API-Gateway,v1.5,106.465,0.01868,0,84.15616666666666,73.6,False
2024-01-01 12:00:00,DEV-0024,Data-Ingestion,v1.4,78.0,0.00023,0,93.7052,28.3,False
2024-01-01 12:00:00,DEV-0023,API-Gateway,v1.5,70.484,0.00459,0,82.203,24.9,False
2024-01-01 13:00:00,DEV-0045,API-Gateway,v1.5,79.145,0.00371,0,81.82075,32.1,False
2024-01-01 13:00:00,DEV-0017,Reporting-Service,v2.0,74.524,0.0071,0,83.497875,31.5,False
2024-01-01 14:00:00,DEV-0017,Data-Ingestion,v2.0,87.052,0.02614,0,92.59633333333333,67.0,False
2024-01-01 15:00:00,DEV-0012,Reporting-Service,v2.0,64.628,0.0062,0,81.40122222222222,22.8,False
2024-01-01 16:00:00,DEV-0032,Reporting-Service,v1.5,65.747,0.01945,0,79.83579999999999,42.7,False
2024-01-01 16:00:00,DEV-0015,Notification-Service,v2.0,70.214,0.01557,0,78.271125,41.4,False
2024-01-01 17:00:00,DEV-0039,API-Gateway,v2.0,74.603,0.02085,0,83.9593,51.2,False
2024-01-01 17:00:00,DEV-0045,API-Gateway,v1.5,110.424,0.01328,1,84.99888888888889,77.1,False
2024-01-01 18:00:00,DEV-0004,Data-Ingestion,v1.4,59.96,0.00105,0,87.934,15.5,False
2024-01-01 18:00:00,DEV-0015,Reporting-Service,v2.0,75.103,0.02369,1,79.40554545454546,63.2,False
2024-01-01 19:00:00,DEV-0049,Data-Ingestion,v1.4,81.908,0.01069,0,87.18075,44.8,False
2024-01-01 19:00:00,DEV-0007,Data-Ingestion,v1.5,93.591,0.0,0,87.893,41.7,False
2024-01-01 20:00:00,DEV-0005,Notification-Service,v1.4,66.193,0.00933,0,76.92911111111111,28.4,False
2024-01-01 20:00:00,DEV-0030,Notification-Service,v1.5,79.219,0.00643,0,76.806,35.2,False
2024-01-01 20:00:00,DEV-0001,Notification-Service,v1.5,62.481,0.01272,0,75.61225,31.9,False
2024-01-01 20:00:00,DEV-0026,Notification-Service,v2.0,73.285,0.00938,0,76.5647,33.8,False
2024-01-01 21:00:00,DEV-0044,Reporting-Service,v1.5,121.799,0.00776,0,82.93833333333333,60.7,False
2024-01-01 21:00:00,DEV-0033,API-Gateway,v1.4,50.361,0.00026,0,80.56508333333333,11.8,False
2024-01-01 21:00:00,DEV-0047,API-Gateway,v1.4,76.827,0.00029,1,83.31090909090909,36.4,False
2024-01-01 21:00:00,DEV-0042,Data-Ingestion,v1.5,70.225,0.0,0,86.1262,19.8,False
2024-01-01 22:00:00,DEV-0024,Notification-Service,v1.4,115.064,0.03524,0,78.647,83.3,False
2024-01-01 22:00:00,DEV-0046,Notification-Service,v1.4,113.117,0.00411,0,81.10914285714286,54.8,False
2024-01-01 22:00:00,DEV-0028,Reporting-Service,v1.4,75.229,0.01093,0,82.3453076923077,38.3,False
2024-01-01 22:00:00,DEV-0026,API-Gateway,v1.5,86.179,0.00756,0,80.99692307692308,43.9,False
2024-01-01 23:00:00,DEV-0016,Reporting-Service,v1.4,82.957,0.012,1,82.389,57.7,False
2024-01-01 23:00:00,DEV-0019,API-Gateway,v2.0,86.701,0.0031,1,81.40435714285715,48.7,False
2024-01-01 23:00:00,DEV-0012,Reporting-Service,v1.4,119.677,0.02459,0,84.87486666666668,81.8,False
2024-01-02 00:00:00,DEV-0049,Notification-Service,v1.5,80.137,0.00998,0,81.04433333333333,41.5,False
2024-01-02 00:00:00,DEV-0004,Reporting-Service,v1.5,77.737,0.01341,0,84.42875,45.1,False
2024-01-02 00:00:00,DEV-0032,API-Gateway,v2.0,98.694,0.01564,2,82.557,78.4,False
2024-01-02 01:00:00,DEV-0021,API-Gateway,v1.5,113.092,0.0,0,84.46543750000001,50.5,False
2024-01-02 02:00:00,DEV-0039,Data-Ingestion,v1.5,113.391,0.01551,1,86.47508333333333,81.6,False
2024-01-02 02:00:00,DEV-0039,Data-Ingestion,v1.5,63.048,0.00932,2,84.0281818181818,37.7,False
2024-01-02 03:00:00,DEV-0041,API-Gateway,v1.5,109.202,0.0171,1,84.52444444444444,82.3,False
2024-01-02 03:00:00,DEV-0005,Notification-Service,v2.0,114.772,0.01785,1,83.1523125,84.7,False
2024-01-02 03:00:00,DEV-0037,API-Gateway,v1.5,60.791,0.01826,1,83.07282352941176,48.2,False
2024-01-02 04:00:00,DEV-0025,Notification-Service,v1.5,92.636,0.0,0,83.18268421052632,41.2,False
2024-01-02 04:00:00,DEV-0001,Notification-Service,v1.5,69.919,0.0145,0,82.37388235294118,39.7,False
2024-01-02 04:00:00,DEV-0012,Notification-Service,v2.0,87.479,0.01258,1,82.6575,62.8,False
2024-01-02 05:00:00,DEV-0022,Notification-Service,v2.0,79.75,0.02385,0,83.01105,58.5,False
2024-01-02 05:00:00,DEV-0019,Reporting-Service,v2.0,79.344,0.01078,0,84.82511111111111,42.4,False
2024-01-02 05:00:00,DEV-0039,Reporting-Service,v1.5,96.648,0.02055,1,85.14752941176471,80.6,False
2024-01-02 06:00:00,DEV-0043,Reporting-Service,v1.4,97.199,0.01209,1,85.47636842105263,69.9,False
2024-01-02 06:00:00,DEV-0024,Reporting-Service,v1.5,123.898,0.01036,0,87.39745,65.2,False
2024-01-02 07:00:00,DEV-0044,API-Gateway,v2.0,73.508,0.01568,0,83.94463157894738,44.2,False
2024-01-02 07:00:00,DEV-0023,Data-Ingestion,v2.0,89.913,0.01619,1,86.73953846153846,70.5,False
2024-01-02 07:00:00,DEV-0001,Notification-Service,v1.5,105.572,0.0,0,84.08538095238096,48.0,False
2024-01-02 08:00:00,DEV-0013,Notification-Service,v1.4,84.488,0.01808,1,84.10368181818181,67.8,False
2024-01-02 09:00:00,DEV-0039,Reporting-Service,v1.4,96.77,0.00885,0,87.8437619047619,54.8,False
2024-01-02 10:00:00,DEV-0015,API-Gateway,v1.4,96.931,0.0,1,84.59394999999999,53.7,False
2024-01-02 11:00:00,DEV-0041,Notification-Service,v2.0,76.872,0.01358,0,83.78926086956521,44.4,False
2024-01-02 11:00:00,DEV-0050,Notification-Service,v1.4,57.121,0.01514,0,82.67808333333333,33.3,False
2024-01-02 11:00:00,DEV-0008,Data-Ingestion,v2.0,55.35,0.00489,0,83.4076,16.7,False
2024-01-02 11:00:00,DEV-0003,Data-Ingestion,v2.0,68.15,0.02283,0,85.41171428571428,47.6,False
2024-01-02 12:00:00,DEV-0039,Reporting-Service,v2.0,49.044,0.01943,0,86.08013636363636,36.2,False
2024-01-02 13:00:00,DEV-0023,Notification-Service,v1.4,89.702,0.01049,0,83.23616666666668,52.0,False
2024-01-02 14:00:00,DEV-0013,Reporting-Service,v2.0,75.83,0.00019,0,85.63447826086957,26.0,False
2024-01-02 15:00:00,DEV-0008,API-Gateway,v1.4,79.64,0.01479,0,84.35804761904762,49.0,False
2024-01-02 15:00:00,DEV-0007,Reporting-Service,v1.5,84.883,0.02061,0,85.60316666666667,61.3,False
2024-01-02 15:00:00,DEV-0032,Data-Ingestion,v1.5,87.65,0.00533,0,83.67275000000001,42.3,False
2024-01-02 16:00:00,DEV-0027,Notification-Service,v1.5,75.893,0.02051,0,82.65858333333333,52.0,False
2024-01-02 16:00:00,DEV-0030,API-Gateway,v1.5,88.259,0.00874,0,84.53536363636364,47.7,False
2024-01-02 16:00:00,DEV-0008,Data-Ingestion,v1.5,73.744,0.00965,0,83.08870588235294,34.7,False
2024-01-02 17:00:00,DEV-0004,API-Gateway,v1.5,101.535,0.01493,0,85.27447826086957,67.3,False
2024-01-02 17:00:00,DEV-0026,Reporting-Service,v1.5,107.798,0.01273,1,87.45808333333333,75.3,False
2024-01-02 17:00:00,DEV-0040,Data-Ingestion,v1.4,89.745,0.00519,0,83.4585,44.0,False
2024-01-02 18:00:00,DEV-0034,Reporting-Service,v1.5,106.55,0.01916,0,88.43145833333334,74.1,False
2024-01-02 18:00:00,DEV-0022,API-Gateway,v2.0,98.84,0.0,0,85.83970833333332,45.4,False
2024-01-02 19:00:00,DEV-0048,Notification-Service,v1.5,125.567,0.01548,0,83.91641666666666,73.5,False
2024-01-02 20:00:00,DEV-0034,Notification-Service,v1.5,76.648,0.0128,0,83.25375000000001,42.8,False
2024-01-02 21:00:00,DEV-0009,Data-Ingestion,v2.0,69.609,0.01918,1,82.72957894736842,54.6,False
2024-01-02 22:00:00,DEV-0043,Data-Ingestion,v1.5,38.903,0.00571,0,80.53825,15.2,False
2024-01-02 22:00:00,DEV-0017,Reporting-Service,v2.0,78.556,0.02323,0,87.629125,57.0,False
2024-01-02 22:00:00,DEV-0016,API-Gateway,v2.0,86.648,0.02452,0,85.18662499999999,66.0,False
2024-01-02 22:00:00,DEV-0010,API-Gateway,v1.5,90.142,0.0,0,85.05241666666667,38.9,False
2024-01-02 23:00:00,DEV-0018,Data-Ingestion,v1.4,66.002,0.01143,1,79.84604761904762,41.2,False
2024-01-02 23:00:00,DEV-0027,Notification-Service,v2.0,93.928,0.01508,0,84.311125,63.1,False
2024-01-02 23:00:00,DEV-0043,Notification-Service,v2.0,80.432,0.00954,0,85.33033333333334,41.1,False
2024-01-02 23:00:00,DEV-0033,Notification-Service,v1.5,77.439,0.01073,0,82.72879166666667,40.4,False
2024-01-03 00:00:00,DEV-0022,Data-Ingestion,v1.5,95.309,0.01072,1,80.54890909090909,66.4,False
2024-01-03 01:00:00,DEV-0032,Reporting-Service,v2.0,104.463,0.00998,1,88.681,69.4,False
2024-01-03 01:00:00,DEV-0001,Notification-Service,v2.0,86.717,0.0048,0,86.01795833333334,41.0,False
2024-01-03 02:00:00,DEV-0026,Notification-Service,v1.5,74.37,0.0,0,86.35866666666665,23.4,False
2024-01-03 02:00:00,DEV-0041,Reporting-Service,v1.5,62.702,0.01772,0,88.10891666666667,39.1,False
2024-01-03 02:00:00,DEV-0042,Data-Ingestion,v2.0,86.238,0.02489,1,80.79626086956522,75.1,False
2024-01-03 03:00:00,DEV-0005,Notification-Service,v1.4,70.703,0.00691,1,86.25108333333333,37.1,False
2024-01-03 03:00:00,DEV-0019,API-Gateway,v2.0,91.685,0.00373,0,86.10533333333335,44.2,False
2024-01-03 03:00:00,DEV-0050,Reporting-Service,v2.0,86.35,0.0,0,88.557375,35.5,False
2024-01-03 03:00:00,DEV-0039,Notification-Service,v1.4,67.481,0.00174,1,85.762,29.6,False
2024-01-03 04:00:00,DEV-0014,Notification-Service,v1.4,74.068,0.01226,0,86.24479166666667,39.6,False
2024-01-03 05:00:00,DEV-0014,API-Gateway,v1.5,78.581,0.00309,0,86.85975,31.0,False
2024-01-03 05:00:00,DEV-0018,Notification-Service,v1.5,127.888,0.00876,0,86.77912500000001,62.6,False
2024-01-03 05:00:00,DEV-0021,Reporting-Service,v2.0,74.591,0.0229,0,86.751125,53.0,False
2024-01-03 06:00:00,DEV-0025,Data-Ingestion,v1.5,93.075,0.0,0,81.307875,41.4,False
2024-01-03 06:00:00,DEV-0039,Notification-Service,v1.4,94.586,0.02842,0,86.007,74.2,False
2024-01-03 07:00:00,DEV-0038,Reporting-Service,v1.5,65.756,0.00926,1,86.38579166666666,37.4,False
2024-01-03 07:00:00,DEV-0023,Data-Ingestion,v2.0,85.193,0.0217,0,81.39475,62.8,False
2024-01-03 07:00:00,DEV-0007,Data-Ingestion,v1.4,112.022,0.00317,0,81.90520833333333,53.6,False
2024-01-03 07:00:00,DEV-0046,Reporting-Service,v1.5,72.591,0.0,0,86.71758333333332,21.8,False
2024-01-03 08:00:00,DEV-0018,Data-Ingestion,v1.5,58.297,0.01869,0,80.30029166666667,38.2,False
2024-01-03 09:00:00,DEV-0006,Data-Ingestion,v1.5,73.741,0.0086,0,78.75483333333334,33.0,False
2024-01-03 09:00:00,DEV-0050,Reporting-Service,v1.5,72.616,0.00852,0,87.00379166666666,32.0,False
2024-01-03 09:00:00,DEV-0029,API-Gateway,v1.5,88.979,0.01066,0,87.40483333333333,51.5,False
2024-01-03 09:00:00,DEV-0002,API-Gateway,v1.4,41.468,0.00539,0,84.696625,15.0,False
2024-01-03 10:00:00,DEV-0003,API-Gateway,v1.4,65.527,0.01039,0,84.49008333333333,29.8,False
